Date,Open,High,Low,Close,Volume,Symbol,Sector
2020-07-27,77.2,78.75,76.0,77.67,2252104.0,HUBC,Power
2020-07-28,77.75,78.8,77.25,77.96,2723456.0,HUBC,Power
2020-07-29,78.48,80.38,77.5,79.4,7480718.0,HUBC,Power
2020-07-30,79.96,81.45,78.9,80.77,2645936.0,HUBC,Power
2020-08-03,81.25,82.75,80.95,81.46,5341202.0,HUBC,Power
2020-08-04,81.45,84.2,80.65,81.58,9948850.0,HUBC,Power
2020-08-05,81.97,82.9,81.01,81.61,3285724.0,HUBC,Power
2020-08-06,82.1,83.49,80.5,80.97,3643008.0,HUBC,Power
2020-08-07,81.01,81.85,79.01,79.78,3263683.0,HUBC,Power
2020-08-10,79.85,81.41,79.75,80.69,2169312.0,HUBC,Power
2020-08-11,82.72,86.74,82.35,86.74,11072955.0,HUBC,Power
2020-08-12,89.99,92.75,87.6,88.76,10501864.0,HUBC,Power
2020-08-13,89.25,91.75,86.75,89.77,7664089.0,HUBC,Power
2020-08-17,91.0,91.0,83.09,84.22,18022515.0,HUBC,Power
2020-08-18,84.99,86.05,84.4,84.65,5513313.0,HUBC,Power
2020-08-19,84.99,85.8,83.35,83.73,5807236.0,HUBC,Power
2020-08-20,84.03,84.99,81.75,82.29,6583227.0,HUBC,Power
2020-08-21,82.0,82.35,79.11,80.59,8182354.0,HUBC,Power
2020-08-24,80.5,81.65,80.1,80.44,2533665.0,HUBC,Power
2020-08-25,80.98,83.4,80.98,82.77,3291693.0,HUBC,Power
2020-08-26,83.0,83.9,81.75,83.56,4658651.0,HUBC,Power
2020-08-27,83.5,85.75,83.5,84.91,6229791.0,HUBC,Power
2020-08-28,84.98,85.48,84.0,84.59,1738643.0,HUBC,Power
2020-08-31,84.79,85.99,84.5,85.49,2995810.0,HUBC,Power
2020-09-01,85.89,87.49,84.51,86.22,4181794.0,HUBC,Power
2020-09-02,86.6,86.9,85.52,85.62,2229511.0,HUBC,Power
2020-09-03,85.75,85.75,84.11,84.47,3190225.0,HUBC,Power
2020-09-04,84.02,84.02,81.6,82.07,3781900.0,HUBC,Power
2020-09-07,82.6,83.9,82.06,83.12,2445773.0,HUBC,Power
2020-09-08,83.0,83.9,82.3,82.5,1726069.0,HUBC,Power
2020-09-09,82.5,82.5,81.0,81.75,1466246.0,HUBC,Power
2020-09-10,82.02,85.13,82.02,84.18,3997463.0,HUBC,Power
2020-09-11,84.29,85.99,83.0,85.23,1962370.0,HUBC,Power
2020-09-14,85.48,86.5,84.8,85.98,3837288.0,HUBC,Power
2020-09-15,86.02,87.0,85.0,85.44,3128138.0,HUBC,Power
